43887,34801,78486
11112,12166,27084
25807,88416,22782
40872,9428,32103
59490,93005,82957
26222,39902,82219
60285,4741,57069
71122,34238,57183
22175,73597,28602
11742,79469,69914
29668,54491,79626
31878,68623,44159
42417,89364,44622
50786,5480,46567
8552,30367,27904
26249,4620,67538
80102,19548,90367
2923,72017,90853
92886,72176,74720
73034,87780,26052
48861,58244,68964
57853,7069,13184
23729,92275,12351
45885,80038,19091
96309,28595,14574
54681,54367,58505
52114,98478,7337
23160,71568,82233
48890,83897,72291
62407,43327,92586
67914,47063,49264
39552,56072,65489
36744,26910,89013
98799,74902,53853
3774,50389,28221
88517,64681,97596
91329,30775,3643
79619,13873,32625
9872,47558,97302
26188,36246,36504
33536,78812,30915
67973,78030,12092
13656,66852,91577
72123,13351,13548
10677,2156,33212
65376,55985,89748
49418,30082,49965
77906,93941,61529
71504,98091,58314
90373,28663,69826
89093,80083,2934
33417,89612,52789
69875,59753,3208
19781,88402,82715
3055,94374,33999
74408,54916,84672
50003,72839,24607
47993,57676,58150
90473,2586,93768
60987,44654,4779
61767,64631,5398
85945,52121,2062
80549,37232,68148
57673,93714,59863
18293,82954,11404
23994,84909,79625
88652,37254,61786
2868,59319,7022
48991,87256,6928
16793,93351,13601
97869,66847,78890
71270,20678,9240
50048,65386,23787
47109,7206,24365
5962,40673,10483
68198,66694,85836
4244,93373,69820
7145,81096,73375
52165,48455,65054
9674,75675,51628
81815,41705,32639
81755,97179,66178
72244,98798,11757
14987,86415,14782
65961,38889,1977
51860,45475,96430
97298,24669,97038
64900,78443,12387
80034,88284,46742
45380,91372,65670
43240,55829,29019
82532,59887,75454
8347,14888,55812
13318,89972,42780
17339,45040,26720
39094,20568,75374
83138,89966,89838
80337,76259,72845
6048,88249,40684
39926,28496,93832
52688,67323,25543
41680,66428,53317
65686,12282,95476
62798,40732,26775
29199,27529,25009
43166,71667,92768
1549,28339,6859
98407,89620,29941
16717,82658,59159
10622,39003,20330
37241,49791,63589
19812,69481,79838
48969,83437,50171
33950,60963,65082
95164,57474,79596
92034,32605,23338
5268,45643,60084
73786,71380,11247
26912,88441,51577
42284,72086,83785
54788,1862,92080
94274,67478,49823
41775,43851,27762
98306,43783,65252
30146,11704,91730
70110,81469,50984
66634,32486,97420
53913,24623,19728
69811,34272,11119
66653,37570,29736
17814,54656,39642
12802,56193,42076
99909,39583,31148
17113,39814,69385
3261,51537,9188
56120,65754,40209
88187,95092,29519
66918,72235,30650
19044,40008,10557
36892,83188,59383
46073,13434,28273
98164,6047,15523
15641,8425,66
85553,16390,28360
64477,32422,55082
37628,30173,87091
19093,1169,4226
42826,53991,90473
48203,9538,13098
12062,14652,83373
58951,63115,80047
22619,85933,91789
38462,97423,13731
58299,57084,50474
25181,99686,40496
29045,55355,17358
61710,51546,57519
26529,33069,60622
82438,43001,21445
98267,49181,51994
73025,7104,98919
34388,88774,48992
58407,6464,69488
10777,43619,41143
90631,82663,3478
87966,39454,29284
81777,61348,80145
26073,81865,34651
59436,88624,8332
2252,93112,51111
42526,19079,36684
31272,25859,73948
16149,89787,52475
17877,59337,80453
42289,50385,81692
9423,61281,18948
59853,81943,12370
47093,53189,82100
69595,20208,63790
69989,45390,1612
63854,42792,89596
3361,96606,51538
6881,62006,54453
31960,69539,60645
53087,72017,76044
65445,34690,85535
40762,51700,38287
81999,55670,8465
71836,15650,73388
96865,56206,33199
53134,69481,83975
32515,42646,37173
10563,83628,82822
61096,73139,17652
77881,36004,12952
42346,45422,87989
9083,38639,4408
26648,77556,68673
15366,73428,73378
28101,43028,43718
44009,69376,37984
52715,94522,97966
45743,78424,39900
87538,70558,44019
51806,10934,15681
94363,38994,32604
63771,59091,31407
95770,45939,89451
24071,5034,24703
67613,22869,31068
28907,83419,40887
67181,1565,70802
69515,86372,14364
6800,7807,87133
25480,66905,8316
22405,50022,46174
66784,21800,3039
84440,57162,75321
34447,12219,70005
78052,67117,21452
67534,59959,67991
672,5598,55730
60218,5635,85068
38678,15251,55857
91600,1963,90178
116,43518,41952
46245,83223,35813
42435,61740,48899
46092,52013,25597
77016,86387,92917
32248,9770,46676
78474,90806,25401
47136,10802,43122
3577,51700,70254
17588,14316,40233
72176,55938,18185
47349,458,85626
15273,76669,58421
34113,84871,37358
60739,91683,22170
19175,98697,21900
73843,50514,52224
24285,27143,43343
91743,10076,74131
26907,50785,7045
76551,58561,84734
18867,76289,67989
28750,8297,13666
9112,66160,85841
57621,51698,19984
68337,17105,60734
54660,93856,54305
42573,59049,16233
64445,44064,566
64762,94192,77149
67902,65592,76479
63579,45195,42107
94518,83970,5682
20894,53263,58575
70929,55389,17416
23624,68007,72862
11940,36719,53430
60731,23930,25307
45014,57893,91706
45873,86689,75820
66195,40678,88704
77029,11262,6880
35022,44385,18353
66201,30019,73708
41616,40139,69672
84193,83337,77700
83292,40363,50191
25645,39018,42550
61347,36045,61124
58225,14026,85578
54074,26014,67080
86995,8682,52360
26478,42940,29882
31808,25729,70397
11922,29756,38162
93983,42486,56769
64556,11921,88787
47947,49507,84295
63932,70641,89880
54472,24358,93901
64732,78508,81544
54389,7409,136
72105,39389,310
52250,340,8747
99371,22068,26073
21868,131,2280
10580,18918,42409
10970,14249,34107
6360,26808,54136
40458,17490,92617
44838,13865,29850
36582,59889,33809
76351,90106,85949
62790,93938,34048
77199,22119,13813
93286,48268,50780
97275,37602,85666
19203,52379,38432
13888,26488,69570
69627,6836,62791
9383,43633,45039
52541,17386,47362
53035,2611,94971
86114,95468,8350
48486,43060,27983
39346,96156,44701
67144,76242,58758
74126,735,87764
52006,68004,46911
34772,70596,43742
15000,64513,74619
58610,55231,46792
26215,21811,86083
4446,77237,46652
75494,22803,49811
24279,37087,48744
44241,89093,22947
68780,85638,8556
35923,40244,6739
73635,31802,88840
39471,60864,23317
68342,91020,86160
70405,90910,71174
44231,59160,87282
1958,33258,93801
33086,85307,13969
42431,44240,39391
27028,90436,98057
19706,3318,64480
82173,53243,89641
42993,71650,48224
88778,17931,1410
39119,33654,62289
76912,18772,23110
39680,32193,52744
80852,40386,72500
75508,54857,60742
37740,4874,58837
21602,55274,43344
79041,27482,24418
94931,24151,42897
32757,24315,1018
67127,15416,60883
43865,95642,95798
83351,93567,9545
76886,81872,3560
16726,72827,88624
86199,17582,24695
98988,36038,892
51443,18879,81493
88429,120,14050
58803,31642,87987
15476,69962,9538
19987,62526,35257
40696,54307,59343
74871,43904,58519
82559,28743,66769
78997,50166,64803
31853,76155,43337
53407,76241,13976
8996,57606,75193
11171,74767,24179
13630,64554,65046
67866,12322,85738
49518,50440,8438
18972,34727,97209
49501,9215,3146
14761,14785,83541
5498,19817,83572
85072,67228,4986
56056,43152,54589
92961,69441,94317
69667,25679,32148
58280,976,80647
81540,53229,60140
87902,27940,78963
98892,94624,79919
53,90645,4957
86544,39269,28320
61257,2486,65346
98996,67144,48966
52769,83718,97286
47953,97150,74849
80135,5694,56785
22785,45033,29897
49810,58248,25611
90086,68664,88657
57467,71944,44681
84518,65005,81599
73865,72692,9834
58599,37385,85960
24674,58159,2763
66642,11612,89916
8349,5766,89994
62596,97977,52411
66095,28483,12020
72976,59498,17780
89076,96217,70611
98231,18578,83136
76903,19304,3484
58145,34165,75784
92832,93290,95712
58010,39067,34288
1699,27322,63825
12086,15195,34301
86272,39711,21648
48430,37473,78621
84486,13112,72309
20941,43505,27884
55230,9152,58244
62989,61463,42101
3200,1098,9207
61472,57327,2403
36242,78973,49115
4954,23537,27827
48957,44802,33976
19252,56936,28735
12309,6141,17091
20550,49629,39927
14652,64232,69765
18908,22127,20368
4266,83706,66633
63520,97108,44307
28187,84638,43330
53860,50600,17524
69517,27888,19321
49912,74662,61643
53581,23694,26902
44519,95735,55968
12394,62027,94479
49036,60027,71448
85300,17261,67922
87393,9035,95939
27030,25527,77534
20847,85858,60773
56498,91107,94801
64032,69964,5965
41703,72519,26872
20598,22989,98669
94794,57606,77221
8208,81063,47536
10571,40385,68090
14205,98844,41694
16647,9000,38015
62096,32095,21328
57371,51141,38294
5208,6061,2967
93121,72569,47233
72867,55656,33338
73785,52936,97585
6341,82999,55545
86045,85876,84631
93441,78903,40807
98440,31784,46202
85894,45221,82631
78556,75223,99121
51338,10987,52395
17761,10975,92544
39859,26989,73903
13394,52464,56744
3089,97266,96878
93915,71041,82450
30131,31186,95961
29554,29146,64635
33294,85036,37958
46707,91165,47658
64820,63928,91189
2523,25538,1486
84221,8867,15670
55904,83826,47157
85410,58472,54300
34788,94811,5970
44603,6103,65804
5424,58465,88964
17711,28511,10964
66281,82774,43778
33083,19099,28024
89849,44253,98525
11816,39342,60876
98842,82658,25375
53999,67688,13262
70692,20761,54501
99950,31811,82781
28785,13382,83701
41453,67147,83335
46484,57100,20372
76396,16977,54442
81821,14766,87495
10023,47608,12101
17812,90811,85636
35964,55218,89978
5671,3294,21787
52189,5387,7698
33585,80507,47422
17567,45138,83503
20895,38265,46940
90516,78965,41377
67540,36429,50275
46847,53235,12544
91214,71166,13229
10402,87148,87048
74555,32869,60296
73627,65012,26531
56187,97484,86481
18420,7597,5811
59722,58702,45776
29994,41389,72221
13413,30914,33900
21261,26384,40122
89495,75877,52698
7146,99522,89424
24249,18658,77837
5376,78115,6937
44173,19580,27879
1329,99236,37937
89720,80227,86468
19666,42423,41997
9338,72887,23988
30737,49836,59766
45606,80900,47941
10167,35651,89855
99539,7325,93471
33210,59100,81789
29735,91019,70891
6205,19377,74323
29825,43237,89971
4636,74916,6524
50543,3919,33592
76143,94633,434
63107,76368,82810
8990,55883,50744
8087,18385,36617
77725,49795,22664
90514,51785,53484
53378,99425,28949
10916,85486,6838
82581,96241,8498
33810,67895,6834
29398,40351,40982
74632,93498,12339
1034,47949,44302
4845,23180,89894
66792,39630,35364
60347,70508,12018
52611,55856,56912
72971,75664,87504
70726,99549,34858
78138,96244,4193
28798,53507,14234
69254,96388,7660
55667,11563,74053
39653,5145,45653
6160,30435,66825
78018,58020,69925
33759,53097,57136
60787,90121,62870
74126,54056,87777
10482,43199,66236
12789,54267,87542
54955,71242,46752
48523,1668,14134
89048,80093,6814
79897,14251,71425
73435,47848,30799
5134,25684,67117
7289,36910,65243
8853,66177,53105
79836,16961,71511
94301,27879,50482
68372,19823,48800
13209,19508,49784
72273,32684,93598
11036,88034,38929
11750,47111,11715
64072,40397,24043
32882,17924,68491
65382,96893,83926
74914,40746,97015
58319,84449,21517
74004,61533,76035
23483,37662,58411
73496,87719,40296
97060,78486,51005
86694,46496,49565
8624,81398,65137
36644,89845,74371
36920,42924,30196
68503,33433,8962
59795,59665,82597
78937,90200,38959
36766,70207,77531
20603,37746,17937
8667,73496,10937
77194,95411,90516
20568,54282,87636
38828,54011,99980
55178,31111,86426
22896,7124,3688
64195,18199,54469
48449,9299,99762
15185,46349,51101
78194,934,87352
10061,91503,7023
29407,64275,98754
23738,142,92272
53088,3039,56427
9150,20848,43147
40532,45497,33785
10485,12727,72073
11229,865,1366
78443,72708,37407
29158,35412,92269
60354,78045,54648
96443,43666,47389
43249,43656,49654
69476,4922,30898
75810,4964,95084
43265,9111,98200
65550,59404,51357
10976,24109,99259
93376,84137,45585
18747,85722,42605
26618,96362,21322
79784,48890,19325
48761,22032,83276
76896,22621,72664
39601,53679,52975
27294,76211,82909
3724,34757,51188
67330,46124,55197
42957,63933,21329
45174,91734,58783
60986,16158,14277
5941,71564,5223
31582,57774,68331
77273,43330,60856
69644,88425,21966
12534,39306,40628
13016,17898,62991
9236,63334,55531
783,62401,12758
42311,32795,16920
65558,80297,100
72293,99948,41817
53121,98098,48849
10882,12704,15987
63177,23225,66684
12650,2364,1793
13431,60744,11968
9860,11081,95213
14203,40746,97586
16826,88408,3092
19625,54814,49389
31748,36901,86273
31643,20835,24288
21757,44095,83428
25105,95620,81360
89293,12403,62898
70323,47077,224
55574,85690,37973
18444,4340,90441
21204,69163,68036
7735,97899,37883
91381,28327,63196
70672,13379,24327
55779,68528,57142
31343,90946,98173
16621,61087,84969
62250,89999,28345
98794,19344,68246
17044,75443,35813
25780,34627,98693
39680,41863,8399
7400,15572,25031
68410,81901,81135
40239,62493,8443
98284,73857,53126
40219,80512,80063
62068,6723,73883
15437,95080,14167
38135,49758,43790
16114,75515,35039
75812,74241,47850
87112,83113,58741
35078,15651,14581
68554,45731,90534
29415,61811,64020
53063,93219,16294
83243,83509,56592
59750,89543,93162
33532,58252,78311
29923,58275,68569
45260,85493,46622
42265,3487,26032
35961,88543,56927
55832,40774,24878
74255,3639,31931
42434,74615,91081
42936,15483,88523
12488,14391,79459
2444,60596,92581
29019,25449,17884
31753,32416,51755
65370,40180,62701
95694,40638,91319
93574,38620,66397
45789,60981,38920
24048,16690,74001
76390,18810,81764
75933,9463,60035
74065,32319,8500
74369,76960,92236
10593,23412,5360
68157,74037,52703
46327,69282,11886
21217,82408,38015
9852,82798,81284
82358,29337,24410
17501,30937,88443
16357,52303,71265
66599,32530,37815
89439,83185,24892
51656,81030,25286
70271,55700,76725
15360,26297,4987
95346,68057,68529
54089,23366,62028
67974,45643,74669
3657,38457,97726
80921,53861,38392
74862,99171,26021
12019,75523,87747
52505,98046,80610
32584,23479,46113
54645,52856,9097
39889,5144,56427
41510,75688,18739
18074,60198,53169
25539,85717,35504
2054,98828,31479
92368,92949,72675
65370,40952,51578
93262,35,79065
16352,54088,20450
92110,20774,67811
79466,21929,5249
57740,32581,80118
44004,9595,67857
25762,74754,94601
75195,74851,9156
22867,54330,90844
6419,33814,50996
76733,83234,61491
67121,55258,31608
71522,95755,7749
64207,89284,85062
41905,35651,14453
39077,54641,37049
81615,34669,62240
31743,62281,99756
81454,79663,51735
78908,74588,99052
85227,12554,22654
50564,82240,39801
63567,2516,69657
95090,41443,6465
44397,73141,74767
6002,78138,42041
86675,36729,81132
63119,74487,37961
35508,89227,31907
99701,24261,98606
22418,12960,71819
65246,22507,41319
60500,35002,9864
38725,28709,73456
14219,92749,63731
2514,5132,7385
42112,59267,12051
18411,16290,98160
72578,83841,49680
37037,16757,2242
84157,50221,5384
73423,99933,14088
57103,35541,89348
17686,4708,46583
95739,21367,56086
26533,39784,49446
92459,33367,6779
22378,22961,89765
37357,93613,28857
8751,68319,26905
64012,96212,59420
18062,43798,47588
4506,94034,36832
72318,584,65562
34744,61031,93821
66062,80108,62043
38387,23299,28285
62735,93247,20519
2165,76327,43914
91057,82645,2726
80056,57347,87619
74585,79259,61010
81312,32905,20360
38331,22347,51992
61728,31239,5383
57550,58453,86219
53006,82992,44294
27507,29047,54801
24863,40256,56687
45164,86206,68040
22772,61474,37138
80445,99119,7823
98611,20370,45636
3000,82721,4785
53567,67587,73826
8708,24895,3801
80210,47579,95425
98915,39908,74238
6695,59944,93745
93940,80053,51337
1818,10507,24091
68384,82145,25997
78374,84109,75898
53414,35451,99335
88536,43007,35671
89901,57224,75286
62594,70083,11005
